Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
15045939891,"Jul 8, 2025, 12:40:19 PM",Evening Weight Training,Weight Training,,3552,0,147.0,9,,,,activities/16063560040.fit.gz,,,3552.0,3552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,147.0,114.0,,,422.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,590.0,,,,,,,,,,""
14983298277,"Jul 2, 2025, 11:42:23 AM",Afternoon Weight Training,Weight Training,,2154,0,165.0,6,,,,activities/15994376932.fit.gz,,,2154.0,2154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,165.0,120.0,,,292.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,296.0,,,,,,,,,,""
14958761416,"Jun 30, 2025, 2:40:29 AM",Morning Weight Training,Weight Training,,3868,0,145.0,8,,,,activities/15967392195.fit.gz,,,3868.0,3868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,145.0,106.0,,,385.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,592.0,,,,,,,,,,""
14951815616,"Jun 29, 2025, 10:38:26 AM",Afternoon Tennis,Workout,,3848,0.05,162.0,11,,,,activities/15959746650.fit.gz,,,3848.0,3848.0,53.9,0.95,0.014,0.0,0.0,0.0,0.0,0.0,0.0,,,88.0,58.0,162.0,120.0,,,483.0,,,11.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.014,0.0,,,,1152.0,,,,,,,1152.0,,,,,,,,,,""
15083972410,"Jun 28, 2025, 12:37:19 AM",Morning Ride,Ride,"😮 Need more training
🐶 Free Training (moderate intensity)
🚵 Hillclimb Ride
🧀 Fat 40.5%, 🍞 Carb 59.5%
🕯️ Matches 10.5
🔋 Maximum discharge 51.8%


🔗 https://strava.com/clubs/riduck
",12998,51.13,176.0,36,,,Shanyon,activities/16105053232.fit.gz,,7.7,12998.0,9284.0,51138.1,12.9,5.508,347.0,409.0,369.2,631.8,49.3,-0.3,,,98.0,57.0,176.0,132.0,,81.0,1030.0,,23.0,36.0,760213.0,,,,,,,,113.0,10195.0,,,0.0,,1.0,,1751068800.0,3.0,21.5,21.5,20.0,0.91,1004.7,3.0,7.7,230.0,0.5,1751070720.0,1751118336.0,0.125,10794160.0,,0.8,5.0,0.86,7703.0,0.0,,,,,0.0,3.934,3007.9,,,,,,,317.0,106.0,,,,,,,,,,,,,""
14913696978,"Jun 25, 2025, 12:19:43 PM",Afternoon Weight Training,Weight Training,,1822,0,156.0,5,,,,activities/15918016782.fit.gz,,,1822.0,1822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,156.0,122.0,,,268.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,316.0,,,,,,,,,,""
14900924218,"Jun 24, 2025, 12:33:51 PM",Evening Weight Training,Weight Training,,3842,0,161.0,10,,,,activities/15904248451.fit.gz,,,3842.0,3842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,161.0,115.0,,,467.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,596.0,,,,,,,,,,""
14900233747,"Jun 24, 2025, 12:23:53 PM",Afternoon Elliptical,Elliptical,,227,0,147.0,0,,,,activities/15903496182.fit.gz,,,227.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,67.0,67.0,147.0,122.0,,,39.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,94.0,,,,,,,94.0,,,,,,,,,,""
14876254625,"Jun 22, 2025, 1:49:16 AM",Morning Ride,Ride,"😮 Need more training
🐶 Free Training (moderate intensity)
🚵 Free Ride
🧀 Fat 36.9%, 🍞 Carb 63.1%
🕯️ Matches 7
🔋 Maximum discharge 35.7%


🔗 https://strava.com/clubs/riduck
",6584,33.47,172.0,27,,,Shanyon,activities/15877423516.fit.gz,,7.7,6584.0,5918.0,33469.2,13.64,5.655,186.0,182.0,564.0,608.8,39.7,0.0,,,105.0,60.0,172.0,137.0,,83.0,684.0,,25.0,27.0,509532.0,,,,,,,,111.0,6562.0,,,0.0,,1.0,,1750553984.0,3.0,22.3,21.8,20.4,0.89,1005.9,3.8,9.3,246.0,0.0,1750552192.0,1750599808.0,0.875,10794160.0,,0.8,5.0,0.84,11372.0,0.0,,,,,2.0,5.083,4268.4,,,,,,,122.0,82.0,,,,,,,,,,,,,""
14791755357,"Jun 14, 2025, 12:04:45 AM",Morning Ride,Ride,"😐 Fresh condition
🐶 Free Training (moderate intensity)
🚵 Irregular course Ride
🧀 Fat 39.3%, 🍞 Carb 60.7%
🕯️ Matches 6.1
🔋 Maximum discharge 25.1%


🔗 https://strava.com/clubs/riduck
",5741,37.29,160.0,25,,,Shanyon,activities/15785838526.fit.gz,,7.7,5741.0,5685.0,37291.1,11.62,6.56,95.0,101.0,10.8,40.8,14.1,0.0,,,94.0,64.0,160.0,141.0,,88.0,669.0,,28.0,25.0,504689.0,,,,,,,,106.0,5730.0,,,0.0,,1.0,,1749859456.0,3.0,26.3,27.2,22.9,0.82,1002.4,3.0,7.1,227.0,0.0,1749859968.0,1749906432.0,0.625,10794160.0,,0.53,5.0,0.91,26672.9,0.0,,,,,0.0,6.496,375.5,,,,,,,98.0,79.0,,,,,,,,,,,,,""
14772369910,"Jun 12, 2025, 12:26:51 AM",Morning Ride,Ride,"😐 Fresh condition
🐶 Free Training (moderate intensity)
🚵 Irregular course Ride
🧀 Fat 40.8%, 🍞 Carb 59.2%
🕯️ Matches 5.9
🔋 Maximum discharge 24.8%


🔗 https://strava.com/clubs/riduck
",6504,40.29,161.0,23,,,Shanyon,activities/15764850572.fit.gz,,7.7,6504.0,6152.0,40292.7,11.28,6.55,64.3,179.0,8.2,23.1,12.3,0.0,,,108.0,64.0,161.0,136.0,,81.0,689.0,,,23.0,510207.0,,,,,,,,99.0,6352.0,,,0.0,,1.0,,1749686400.0,3.0,26.2,27.1,23.8,0.87,1000.8,3.2,5.7,227.0,0.0,1749687168.0,1749733504.0,0.625,10794160.0,,0.77,5.0,0.91,23767.0,0.0,,,,,0.0,6.195,45.0,,,,,,,94.0,73.0,,,,,,,,,,,,,""
14756322314,"Jun 10, 2025, 3:01:23 PM",Evening Pickleball,Workout,,3295,0.99,159.0,7,,,,activities/15747600420.fit.gz,,,3295.0,1940.0,992.9,3.05,0.512,0.0,0.0,12.9,12.9,0.0,0.0,,,80.0,55.0,159.0,138.0,,,567.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,1749567616.0,3.0,28.5,30.3,25.1,0.82,1002.1,1.8,7.1,200.0,0.1,1749514368.0,1749560704.0,0.375,,,0.52,5.0,0.92,20306.0,0.0,,,,,0.0,0.301,0.0,,,,2222.0,,,,,,,2222.0,,,,,,,,,,""
14710055431,"Jun 6, 2025, 12:23:12 AM",Morning Ride,Ride,"😃 Keeping it steady
🐶 Free Training (moderate intensity)
🚵 Flat ground Ride
🧀 Fat 38.5%, 🍞 Carb 61.5%
🕯️ Matches 5.3
🔋 Maximum discharge 23.8%


🔗 https://strava.com/clubs/riduck
",5461,35.87,164.0,27,,,Shanyon,activities/15697515408.fit.gz,,7.7,5461.0,5295.0,35876.3,10.66,6.776,50.0,53.0,11.0,24.2,11.6,0.0,,,97.0,68.0,164.0,143.0,,87.0,624.0,,29.0,27.0,470593.0,,,,,,,,98.0,5462.0,,,0.0,,1.0,,1749168000.0,2.0,28.2,29.4,25.2,0.84,1007.6,2.9,6.6,203.0,0.0,1749168768.0,1749215104.0,0.375,10794160.0,,0.5,5.0,0.45,22012.0,0.0,,,,,0.0,6.57,0.0,,,,,,,80.0,73.0,,,,,,,,,,,,,""
14678755677,"Jun 3, 2025, 12:46:05 AM",Morning Ride,Ride,"😍 Best training status
🐗 Sweet Spot Training (moderate intensity)
🚵 Flat ground Ride
🧀 Fat 35.8%, 🍞 Carb 64.2%
🕯️ Matches 9.6
🔋 Maximum discharge 28%


🔗 https://strava.com/clubs/riduck
",7277,50.39,166.0,40,,,Shanyon,activities/15663945142.fit.gz,,7.7,7277.0,7277.0,50395.6,10.88,6.925,96.0,105.0,4.6,37.2,15.2,0.0,,,95.0,66.0,166.0,144.0,,90.0,878.0,,31.0,40.0,667740.0,,,,,,,,105.0,7278.0,,,0.0,,1.0,,1748908800.0,3.0,27.6,28.4,23.2,0.77,1006.2,2.8,6.2,237.0,0.0,1748909568.0,1748955776.0,0.25,10794160.0,,0.52,5.0,0.67,24531.0,0.0,,,,,0.0,6.925,227.8,,,,,,,122.0,78.0,,,,,,,,,,,,,""
14646894886,"May 30, 2025, 11:54:02 PM",Morning Ride,Ride,"😍 Best training status
🐗 Sweet Spot Training (moderate intensity)
🚵 Flat ground Ride
🧀 Fat 28.8%, 🍞 Carb 71.2%
🕯️ Matches 9.1
🔋 Maximum discharge 25.9%


🔗 https://strava.com/clubs/riduck
",9241,64.42,160.0,39,,,Shanyon,activities/15629653905.fit.gz,,7.7,9241.0,8990.0,64426.7,10.5,7.166,91.0,100.0,2.6,27.6,18.0,0.0,,,100.0,70.0,160.0,141.0,,100.0,1174.0,,28.0,39.0,913239.0,,,,,,,,110.0,9214.0,,,0.0,,1.0,,1748646016.0,3.0,26.6,28.5,24.3,0.87,1003.1,1.5,8.6,245.0,0.0,1748650368.0,1748696576.0,0.125,10794160.0,,0.0,1.0,0.8,25042.0,0.0,,,,,0.0,6.972,22.9,,,,,,,168.0,81.0,,,,,,,,,,,,,""
14631646370,"May 29, 2025, 1:34:18 PM",Evening Pickleball,Workout,,2495,1.03,159.0,5,,,,activities/15613258615.fit.gz,,,2495.0,1607.0,1029.6,2.186,0.641,0.0,0.0,11.5,13.0,1.4,0.1,,,79.0,54.0,159.0,135.0,,,349.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,1748523648.0,3.0,32.0,32.8,23.8,0.62,1000.1,3.6,6.8,237.0,0.0,1748477440.0,1748523648.0,0.125,,,0.46,5.0,0.95,27027.0,0.0,,,,,0.0,0.413,0.0,,,,1286.0,,,,,,,1286.0,,,,,,,,,,""
14631162902,"May 29, 2025, 12:50:08 PM",Evening Run,Run,,2066,4.00,176.0,22,,,Saucony Hurricane 23 Stable Hurricane,activities/15612738047.fit.gz,,,2066.0,2046.0,4005.0,4.24,1.957,28.0,34.0,-15.8,6.8,38.8,-0.2,,,80.0,69.0,176.0,152.0,,258.0,399.0,,31.0,22.0,523236.0,,,,,,,,281.0,2067.0,,,0.0,,1.0,4133.1,1748519936.0,3.0,32.6,32.8,23.6,0.59,999.4,4.0,7.9,242.0,0.0,1748477440.0,1748523648.0,0.125,,9758854.0,0.46,5.0,0.94,26340.0,0.0,,,,,0.0,1.939,748.9,,,,4644.0,,,248.0,208.0,2.02,,,,,,,,,,,,""
14616546816,"May 28, 2025, 12:15:40 AM",Morning Ride,Ride,"😄 Gradually improving
🚵 Flat ground Ride

🔗 https://strava.com/clubs/riduck
",6462,46.20,165.0,42,,,Shanyon,activities/15597022854.fit.gz,,7.7,6462.0,6421.0,46201.5,10.02,7.195,69.0,75.0,7.6,19.2,16.7,0.0,,,,,165.0,146.0,,108.0,1195.0,,29.0,42.0,,,,,,,,,,,,,0.0,,1.0,,1748390400.0,3.0,26.5,26.5,22.6,0.79,1000.8,4.3,8.7,255.0,0.0,1748391168.0,1748437248.0,0.125,10794160.0,,0.41,5.0,0.83,25964.0,0.0,,,,,0.0,7.15,0.0,,,,,,,,,,,,,,,,,,,,,""
14596111160,"May 26, 2025, 12:35:33 AM",Morning Ride,Ride,"😃 Keeping it steady
🚵 Flat ground Ride

🔗 https://strava.com/clubs/riduck
",5238,35.81,163.0,28,,,Shanyon,activities/15575048657.fit.gz,,7.7,5238.0,5065.0,35816.0,10.05,7.071,33.0,43.0,6.2,17.0,30.5,0.0,,,,,163.0,146.0,,100.0,944.0,,28.0,28.0,,,,,,,,,,,,,0.0,,1.0,,1748217600.0,3.0,27.4,28.1,23.4,0.79,1002.5,3.6,6.3,231.0,0.0,1748218368.0,1748264448.0,0.875,10794160.0,,0.47,5.0,0.98,24362.0,0.0,,,,,0.0,6.838,0.0,,,,,,,,,,,,,,,,,,,,,""
14549984991,"May 21, 2025, 11:36:11 AM",Afternoon Weight Training,Weight Training,,3344,0,146.0,8,,,,activities/15525400481.fit.gz,,,3344.0,3344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,146.0,115.0,,,397.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,604.0,,,,,,,,,,""
14535520202,"May 20, 2025, 12:32:28 AM",Morning Ride,Ride,"😍 Best training status
🐶 Free Training (moderate intensity)
🚵 Free Ride
🧀 Fat 41.2%, 🍞 Carb 58.8%
🕯️ Matches 9
🔋 Maximum discharge 43.7%


🔗 https://strava.com/clubs/riduck
",13730,54.15,172.0,34,,,Shanyon,activities/15509922513.fit.gz,,7.7,13730.0,9130.0,54157.6,14.18,5.932,269.0,276.0,543.0,612.6,14.5,0.0,,,97.0,57.0,172.0,131.0,,73.0,942.0,,26.0,34.0,677659.0,,,,,,,,105.0,9826.0,,,0.0,,1.0,,1747699200.0,3.0,23.4,25.1,22.1,0.92,1005.0,1.5,3.0,300.0,1.4,1747700992.0,1747747968.0,0.625,10794160.0,,0.82,5.0,0.88,11513.0,0.0,,,,,0.0,3.944,5300.3,,,,,,,165.0,78.0,,,,,,,,,,,,,""
14528280172,"May 19, 2025, 11:46:01 AM",Afternoon Weight Training,Weight Training,,3024,0,157.0,8,,,,activities/15502322363.fit.gz,,,3024.0,3024.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,157.0,117.0,,,372.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,574.0,,,,,,,,,,""
14514241296,"May 18, 2025, 12:50:48 AM",Morning Ride,Ride,"😃 Keeping it steady
🦁 Sprint Training (highest intensity)
🚵 Hillclimb Ride
🧀 Fat 18.2%, 🍞 Carb 81.8%
🕯️ Matches 44.7
🔋 Maximum discharge 100%


🔗 https://strava.com/clubs/riduck
",6859,43.08,184.0,67,,,Shanyon,activities/15486126556.fit.gz,,7.7,6859.0,6426.0,43083.3,15.7,6.705,443.0,454.0,575.2,657.8,18.0,-0.1,,,114.0,65.0,184.0,153.0,,129.0,1019.0,,24.0,67.0,832923.0,,,,,,,,166.0,6620.0,,,0.0,,1.0,,1747526400.0,3.0,22.6,24.2,21.0,0.91,1007.4,1.3,2.9,257.0,0.0,1747528192.0,1747575168.0,0.625,10794160.0,,0.48,5.0,0.95,18309.0,0.0,,,,,0.0,6.281,0.0,,,,,,,278.0,123.0,,,,,,,,,,,,,""
14498037771,"May 16, 2025, 11:49:32 AM",Afternoon Weight Training,Weight Training,,3482,0,149.0,9,,,,activities/15468191166.fit.gz,,,3482.0,3482.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,149.0,116.0,,,420.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,628.0,,,,,,,,,,""
14477344123,"May 14, 2025, 11:40:50 AM",Afternoon Weight Training,Weight Training,,2964,0,160.0,10,,,,activities/15446115915.fit.gz,,,2964.0,2964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,160.0,131.0,,,456.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,454.0,,,,,,,,,,""
14455623915,"May 12, 2025, 11:35:55 AM",Afternoon Weight Training,Weight Training,,3611,0,149.0,8,,,,activities/15423182003.fit.gz,,,3611.0,3611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,149.0,110.0,,,383.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,618.0,,,,,,,,,,""
14431045867,"May 10, 2025, 12:27:36 AM",Morning Ride,Ride,"😨 Overtraining warning
🐆 High Intensity Training (high intensity)
🚵 Concentrated Ride
🧀 Fat 25.6%, 🍞 Carb 74.4%
🕯️ Matches 30.3
🔋 Maximum discharge 56.2%


🔗 https://strava.com/clubs/riduck
",10557,57.15,177.0,61,,,Shanyon,activities/15397117363.fit.gz,,7.7,10557.0,7901.0,57156.6,13.46,7.234,281.0,290.0,536.6,620.0,11.0,0.0,,,112.0,67.0,177.0,148.0,,104.0,1062.0,,24.0,61.0,832979.0,,,,,,,,128.0,8442.0,,,0.0,,1.0,,1746835200.0,1.0,21.5,22.5,19.8,0.9,1009.3,0.5,1.0,180.0,0.0,1746837120.0,1746883712.0,0.375,10794160.0,,0.45,5.0,0.13,20192.0,0.0,,,,,0.0,5.414,6595.7,,,,,,,185.0,89.0,,,,,,,,,,,,,""
14411539949,"May 8, 2025, 12:38:27 AM",Morning Ride,Ride,"😄 Gradually improving
🐶 Free Training (moderate intensity)
🚵 Free Ride
🧀 Fat 29.2%, 🍞 Carb 70.8%
🕯️ Matches 14.1
🔋 Maximum discharge 38.5%


🔗 https://strava.com/clubs/riduck
",7363,43.07,169.0,34,,,Shanyon,activities/15376532585.fit.gz,,7.7,7363.0,7018.0,43075.5,15.24,6.138,260.0,276.0,545.8,641.8,13.1,-0.1,,,94.0,62.0,169.0,139.0,,91.0,851.0,,24.0,34.0,647453.0,,,,,,,,118.0,7283.0,,,0.0,,1.0,,1746662400.0,3.0,22.3,22.5,20.2,0.88,1007.7,2.6,5.5,246.0,0.0,1746664448.0,1746710912.0,0.375,10794160.0,,0.26,5.0,0.63,19322.0,0.0,,,,,0.0,5.85,8563.7,,,,,,,135.0,82.0,,,,,,,,,,,,,""
14390628582,"May 6, 2025, 12:29:25 AM",Morning Ride,Ride,"😄 Gradually improving
🐺 VO2Max Training (medium-high intensity)
🚵 Concentrated Ride
🧀 Fat 26.3%, 🍞 Carb 73.7%
🕯️ Matches 16.6
🔋 Maximum discharge 50%


🔗 https://strava.com/clubs/riduck
",7576,45.17,174.0,39,,,Shanyon,activities/15354628939.fit.gz,,7.7,7576.0,6850.0,45176.4,14.92,6.595,282.0,294.0,551.6,638.8,12.1,0.0,,,105.0,65.0,174.0,141.0,,94.0,853.0,,25.0,39.0,654432.0,,,,,,,,125.0,7343.0,,,0.0,,1.0,,1746489600.0,1.0,21.6,21.9,19.0,0.85,1009.5,1.9,3.9,243.0,0.0,1746491648.0,1746538112.0,0.375,10794160.0,,0.0,1.0,0.2,17664.0,0.0,,,,,0.0,5.963,3137.6,,,,,,,154.0,87.0,,,,,,,,,,,,,""
14354330180,"May 2, 2025, 12:07:43 PM",Afternoon Weight Training,Weight Training,,3384,0,151.0,9,,,,activities/15316443411.fit.gz,,,3384.0,3384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,151.0,118.0,,,425.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,488.0,,,,,,,,,,""
14339228819,"May 1, 2025, 12:23:39 AM",Morning Ride,Ride,"😐 Fresh condition
🐶 Free Training (moderate intensity)
🚵 Free Ride
🧀 Fat 35.3%, 🍞 Carb 64.7%
🕯️ Matches 14.9
🔋 Maximum discharge 25.6%


🔗 https://strava.com/clubs/riduck
",14107,55.96,179.0,40,,,Shanyon,activities/15300610026.fit.gz,,7.7,14107.0,8786.0,55960.1,15.0,6.369,293.0,305.0,539.4,613.2,15.8,0.0,,,102.0,59.0,179.0,135.0,,82.0,981.0,,28.0,40.0,725974.0,,,,,,,,108.0,9557.0,,,0.0,,1.0,,1746057600.0,1.0,22.7,22.6,17.4,0.72,1008.8,1.8,4.4,242.0,0.0,1746059904.0,1746105984.0,0.125,10794160.0,,0.0,1.0,0.15,21465.0,0.0,,,,,0.0,3.967,5918.8,,,,,,,149.0,75.0,,,,,,,,,,,,,""
14278966066,"Apr 25, 2025, 5:36:22 AM",Lunch Weight Training,Weight Training,,2449,0,164.0,8,,,,activities/15237529918.fit.gz,,,2449.0,2449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,164.0,133.0,,,408.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,316.0,,,,,,,,,,""
14209472899,"Apr 18, 2025, 4:12:22 AM",Morning Weight Training,Weight Training,,2909,0,147.0,7,,,,activities/15164841202.fit.gz,,,2909.0,2909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,147.0,113.0,,,346.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,426.0,,,,,,,,,,""
14209209772,"Apr 18, 2025, 12:25:22 AM",Morning Ride,Ride,"😄 Gradually improving
🐶 Free Training (moderate intensity)
🚵 Free Ride
🧀 Fat 43.4%, 🍞 Carb 56.6%
🕯️ Matches 7.7
🔋 Maximum discharge 54.7%


🔗 https://strava.com/clubs/riduck
",9885,44.53,173.0,26,,,Shanyon,activities/15164561736.fit.gz,,7.7,9885.0,7403.0,44536.7,14.8,6.016,265.0,276.0,555.6,646.4,8.0,-0.1,,,96.0,60.0,173.0,127.0,,79.0,795.0,,25.0,26.0,581577.0,,,,,,,,116.0,7727.0,,,0.0,,1.0,,1744934400.0,1.0,22.3,21.8,15.4,0.65,1008.1,1.9,4.3,246.0,0.0,1744937088.0,1744982528.0,0.625,10794160.0,,0.0,1.0,0.15,21969.0,0.0,,,,,0.0,4.505,4722.1,,,,,,,140.0,81.0,,,,,,,,,,,,,""
14161264673,"Apr 13, 2025, 1:08:29 AM",Morning Ride,Ride,"😐 Fresh condition
🐆 High Intensity Training (high intensity)
🚵 Concentrated Ride
🧀 Fat 23.9%, 🍞 Carb 76.1%
🕯️ Matches 28.3
🔋 Maximum discharge 93.2%


🔗 https://strava.com/clubs/riduck
",12103,37.37,173.0,39,,,Shanyon,activities/15114543360.fit.gz,,7.7,12103.0,5907.0,37372.4,13.68,6.327,250.0,257.0,540.2,652.2,11.3,-0.1,,,95.0,65.0,173.0,143.0,,111.0,832.0,,24.0,39.0,660950.0,,,,,,,,141.0,6409.0,,,0.0,,1.0,,1744505984.0,1.0,19.6,19.6,16.2,0.81,1011.7,1.3,2.6,248.0,0.0,1744505344.0,1744550528.0,0.5,10794160.0,,0.0,1.0,0.04,16922.0,0.0,,,,,0.0,3.088,7765.2,,,,,,,182.0,101.0,,,,,,,,,,,,,""
14145566433,"Apr 11, 2025, 11:40:29 AM",Afternoon Weight Training,Weight Training,,4307,0,157.0,9,,,,activities/15098055580.fit.gz,,,4307.0,4307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,157.0,103.0,,,406.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,572.0,,,,,,,,,,""
14125799561,"Apr 9, 2025, 10:54:32 AM",Afternoon Weight Training,Weight Training,,2816,0,144.0,7,,,,activities/15077449061.fit.gz,,,2816.0,2816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,144.0,117.0,,,353.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,570.0,,,,,,,,,,""
14106350416,"Apr 7, 2025, 12:01:40 PM",Afternoon Weight Training,Weight Training,,4030,0,167.0,11,,,,activities/15057251169.fit.gz,,,4030.0,4030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,167.0,120.0,,,502.0,,,11.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,450.0,,,,,,,,,,""
14083210089,"Apr 4, 2025, 11:33:51 PM",Morning Ride,Ride,"😨 Overtraining warning
🐆 High Intensity Training (high intensity)
🚵 Event Race
🧀 Fat 27.3%, 🍞 Carb 72.7%
🕯️ Matches 52.2
🔋 Maximum discharge 81.9%


🔗 https://strava.com/clubs/riduck
",17006,101.88,177.0,73,,,Shanyon,activities/15032898792.fit.gz,,7.7,17006.0,14867.0,101879.6,18.74,6.853,670.0,724.0,537.4,642.8,11.5,-0.1,,,113.0,66.0,177.0,137.0,,99.0,1911.0,,23.0,73.0,1479202.0,,,,,,,,133.0,15586.0,,,0.0,,1.0,,1743807616.0,1.0,22.4,22.9,17.1,0.72,1011.1,0.4,1.4,11.0,0.0,1743814528.0,1743859200.0,0.25,10794160.0,,0.0,1.0,0.1,19314.0,0.0,,,,,0.0,5.991,6646.9,,,,,,,514.0,109.0,,,,,,,,,,,,,""
14058009738,"Apr 2, 2025, 11:47:33 AM",Afternoon Weight Training,Weight Training,,2972,0,167.0,9,,,,activities/15006392932.fit.gz,,,2972.0,2972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,167.0,124.0,,,414.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,398.0,,,,,,,,,,""
